"PRODUCT_ID","BASKET_ID","DEPARTMENT","COMMODITY_DESC"
10185762,28143956007,"GROCERY","SOFT DRINKS"
10186317,32718722056,"GROCERY","BAKED SWEET GOODS"
10198513,41655820646,"GROCERY","HOUSEHOLD CLEANG NEEDS"
10211670,40771486937,"PASTRY","CAKES"
10212300,27771857605,"DRUG GM","CANDY - PACKAGED"
10212301,27771857605,"DRUG GM","CANDY - PACKAGED"
10287524,29814087567,"GROCERY","CONVENIENT BRKFST/WHLSM SNACKS"
10308140,32416696970,"GROCERY","ICE CREAM/MILK/SHERBTS"
10309250,32416696970,"GROCERY","ICE CREAM/MILK/SHERBTS"
10462536,35488996868,"GROCERY","SOUP"
10463571,35003630682,"MEAT-PCKGD","BREAKFAST SAUSAGE/SANDWICHES"
10464236,31911155580,"GROCERY","SOFT DRINKS"
12325108,33170877635,"MEAT","BEEF"
12325251,40499462973,"MEAT","BEEF"
12325406,29513422261,"MEAT","BEEF"
12325406,32826516981,"MEAT","BEEF"
12325406,30912300033,"MEAT","BEEF"
12325443,33682991526,"MEAT","BEEF"
12484686,35488996868,"DELI","DELI MEATS"
12600159,31427002805,"GROCERY","CONVENIENT BRKFST/WHLSM SNACKS"
12670070,40317578098,"GROCERY","PAPER HOUSEWARES"
13013785,33682991526,"GROCERY","CONVENIENT BRKFST/WHLSM SNACKS"
13078140,32733326941,"DRUG GM","CHARCOAL AND LIGHTER FLUID"
13118681,35488996868,"GROCERY","FRZN MEAT/MEAT DINNERS"
13216921,32733327135,"MEAT","PORK"
13218088,32718722056,"GROCERY","BAG SNACKS"
13426673,41655820646,"DRUG GM","ORAL HYGIENE PRODUCTS"
13523440,40499462973,"MEAT","SMOKED MEATS"
15712538,41655820646,"GROCERY","YOGURT"
15722074,42142311779,"GROCERY","SOUP"
15745884,41973507751,"MEAT-PCKGD","LUNCHMEAT"
15781102,40463326886,"GROCERY","BAG SNACKS"
16102849,41655820646,"GROCERY","FRZN MEAT/MEAT DINNERS"
